wavelength [um],"Bulb Spectra, No background"
0.587853,22973.6
0.587887,22966
0.587921,23006
0.587955,23111.2
0.587989,23057.6
0.588023,22924.4
0.588057,23029.2
0.588091,23039.2
0.588125,22998.8
0.588159,23131.6
0.588193,23129.6
0.588227,23062.4
0.58826,22934
0.588294,22995.2
0.588328,22964.8
0.588362,22935.2
0.588396,22939.2
0.58843,22979.6
0.588464,23028.8
0.588498,23120.4
0.588532,23074
0.588566,23041.6
0.5886,23006
0.588634,23052.4
0.588668,23061.2
0.588702,23064
0.588736,22916.4
0.58877,23003.2
0.588804,22970.4
0.588837,23145.2
0.588871,22954.8
0.588905,23098.8
0.588939,22906.8
0.588973,23078.8
0.589007,22944.4
0.589041,22977.6
0.589075,23054
0.589109,23073.2
0.589143,23064.8
0.589177,23076.8
0.589211,22947.6
0.589245,23138
0.589278,22966.4
0.589312,23012.4
0.589346,23120.4
0.58938,22950.8
0.589414,23099.6
0.589448,23015.2
0.589482,23078
0.589516,23064.4
0.58955,23116.4
0.589584,23049.6
0.589618,23064.8
0.589652,22957.2
0.589685,23046
0.589719,22931.6
0.589753,22976.4
0.589787,22988.8
0.589821,23067.6
0.589855,23056.4
0.589889,23009.6
0.589923,23200.8
0.589957,23028
0.589991,23073.6
0.590025,22964
0.590058,22982
0.590092,23045.6
0.590126,23066
0.59016,23036.8
0.590194,23085.2
0.590228,23066.8
0.590262,22973.2
0.590296,22913.6
0.59033,22881.2
0.590364,23068.4
0.590397,22942.8
0.590431,23003.6
0.590465,23055.2
0.590499,22958.4
0.590533,22967.2
0.590567,23020
0.590601,23019.6
0.590635,23108.8
0.590669,22996.4
0.590702,23088
0.590736,23028
0.59077,22950
0.590804,23016.8
0.590838,23080.4
0.590872,23012.4
0.590906,22920.8
0.59094,23076.8
0.590973,23161.2
0.591007,23054.8
0.591041,22996.8
0.591075,23101.6
0.591109,23096
0.591143,23060
0.591177,23007.6
0.591211,23106.4
0.591244,23068.8
0.591278,22955.6
0.591312,23052
0.591346,23054
0.59138,23014.4
0.591414,23112.4
0.591448,23039.6
0.591481,23022
0.591515,23174
0.591549,23142.8
0.591583,23171.6
0.591617,23143.2
0.591651,23074.4
0.591685,23071.6
0.591718,23093.2
0.591752,23114
0.591786,23078.8
0.59182,23032.8
0.591854,23119.6
0.591888,23078.4
0.591922,23007.2
0.591955,22998.4
0.591989,22958.4
0.592023,23096.8
0.592057,23040
0.592091,22919.2
0.592125,23124.8
0.592159,23125.2
0.592192,23097.6
0.592226,22974.4
0.59226,23037.2
0.592294,23052.4
0.592328,22967.6
0.592362,23015.2
0.592395,22998.4
0.592429,22980.8
0.592463,23034.4
0.592497,23067.6
0.592531,22991.6
0.592565,22945.2
0.592598,22966.4
0.592632,23006.8
0.592666,23052.8
0.5927,23123.6
0.592734,23072.4
0.592768,23100.4
0.592801,22993.2
0.592835,23106.8
0.592869,23080.8
0.592903,23044.4
0.592937,22965.2
0.592971,23015.6
0.593004,22980.8
0.593038,23094
0.593072,23010.4
0.593106,22997.2
0.59314,23055.6
0.593173,23108.8
0.593207,22945.2
0.593241,23050.4
0.593275,22995.2
0.593309,22987.6
0.593343,22984.8
0.593376,23062
0.59341,22907.2
0.593444,23016
0.593478,23006.4
0.593512,23049.2
0.593545,22938
0.593579,22976
0.593613,22991.2
0.593647,22985.6
0.593681,23129.6
0.593714,23014.4
0.593748,22976.4
0.593782,23005.6
0.593816,23018.8
0.59385,22885.2
0.593883,22956.4
0.593917,23164.4
0.593951,23056.4
0.593985,23090.8
0.594019,23011.6
0.594052,23005.6
0.594086,23103.6
0.59412,23095.2
0.594154,23045.2
0.594188,22992.4
0.594221,22980.8
0.594255,23084
0.594289,22970.8
0.594323,23053.6
0.594357,22993.2
0.59439,23126.4
0.594424,22959.2
0.594458,23069.2
0.594492,23004.4
0.594525,22954.8
0.594559,23044.8
0.594593,23175.6
0.594627,23126.8
0.594661,23200.4
0.594694,23019.6
0.594728,22988
0.594762,23041.2
0.594796,23080.8
0.594829,23065.2
0.594863,22964.4
0.594897,23001.6
0.594931,22940.8
0.594965,22952
0.594998,23106
0.595032,23136.8
0.595066,22925.6
0.5951,23021.6
0.595133,23037.2
0.595167,23028.4
0.595201,23040
0.595235,23074.8
0.595268,23119.6
0.595302,23103.6
0.595336,22993.2
0.59537,23011.2
0.595403,23169.6
0.595437,23014
0.595471,23106.8
0.595505,23091.2
0.595538,23016
0.595572,23125.6
0.595606,23128.8
0.59564,23053.6
0.595673,23025.2
0.595707,22999.2
0.595741,23074.8
0.595775,23038.4
0.595808,23011.6
0.595842,23013.6
0.595876,22958.4
0.59591,23072.4
0.595943,23052
0.595977,22989.2
0.596011,23007.6
0.596045,23009.2
0.596078,23055.2
0.596112,22922.4
0.596146,23114.8
0.59618,22982
0.596213,23038
0.596247,23112.4
0.596281,22986.4
0.596315,23067.2
0.596348,23052.8
0.596382,23058.8
0.596416,23105.6
0.596449,22940.4
0.596483,23010.4
0.596517,23052.4
0.596551,23044.4
0.596584,23001.2
0.596618,23055.6
0.596652,23145.2
0.596686,23177.2
0.596719,22975.2
0.596753,22925.2
0.596787,23021.6
0.59682,23111.6
0.596854,22976.8
0.596888,23053.6
0.596922,23020
0.596955,23018.8
0.596989,23003.2
0.597023,23095.6
0.597056,23069.2
0.59709,22968.8
0.597124,23073.6
0.597158,23022.8
0.597191,23156.8
0.597225,23046
0.597259,23010.4
0.597292,23068.8
0.597326,23028.4
0.59736,23029.6
0.597393,23047.2
0.597427,23169.2
0.597461,23104.4
0.597495,23008.4
0.597528,22996.8
0.597562,23086
0.597596,22992.8
0.597629,23140
0.597663,23067.2
0.597697,23051.6
0.59773,23082.8
0.597764,23052.8
0.597798,23036
0.597832,23124.4
0.597865,23013.2
0.597899,23147.2
0.597933,23126.4
0.597966,23035.2
0.598,23102.8
0.598034,23078.8
0.598067,23118.4
0.598101,23200.4
0.598135,23101.2
0.598168,23024
0.598202,23039.6
0.598236,23213.2
0.598269,23167.2
0.598303,23106
0.598337,23064.4
0.59837,23099.6
0.598404,23025.2
0.598438,23104.8
0.598471,23007.2
0.598505,23219.6
0.598539,23170
0.598572,23180.4
0.598606,23050.8
0.59864,23041.2
0.598673,23015.6
0.598707,23161.2
0.598741,23063.2
0.598774,23148.4
0.598808,23090.4
0.598842,23008.4
0.598875,22974.4
0.598909,23060.4
0.598943,23008.8
0.598976,23155.2
0.59901,23104.8
0.599044,23116
0.599077,23130.8
0.599111,23138.8
0.599145,23030.4
0.599178,23056.4
0.599212,22976.8
0.599246,23088
0.599279,23138.8
0.599313,23206.4
0.599347,23087.6
0.59938,23010
0.599414,23071.6
0.599448,23065.6
0.599481,23078
0.599515,23046
0.599548,23142.8
0.599582,23160
0.599616,23055.6
0.599649,23058
0.599683,23111.2
0.599717,23055.6
0.59975,23116.4
0.599784,23061.6
0.599818,23025.6
0.599851,23040
0.599885,23018.4
0.599918,23135.6
0.599952,23088.8
0.599986,23142.4
0.600019,23176.8
0.600053,23088.8
0.600087,23010
0.60012,23095.2
0.600154,22945.2
0.600187,22994.8
0.600221,23112.4
0.600255,23093.6
0.600288,23110.8
0.600322,22978
0.600356,23052.4
0.600389,23096.4
0.600423,23012.4
0.600456,23025.6
0.60049,23119.6
0.600524,23144
0.600557,23180.8
0.600591,23098.8
0.600624,23074
0.600658,23106.8
0.600692,23194
0.600725,23096
0.600759,23138.4
0.600793,23046.4
0.600826,23129.6
0.60086,23080.4
0.600893,23047.2
0.600927,23072.8
0.600961,23157.2
0.600994,23200.8
0.601028,23150
0.601061,23090.8
0.601095,23054.4
0.601129,23276
0.601162,23158
0.601196,23222
0.601229,23154
0.601263,23048.8
0.601296,23076
0.60133,23221.2
0.601364,23228.8
0.601397,23046.4
0.601431,23151.2
0.601464,23217.2
0.601498,23082.4
0.601532,23135.6
0.601565,23075.6
0.601599,23117.2
0.601632,23103.2
0.601666,23029.6
0.6017,23179.6
0.601733,23097.6
0.601767,23181.6
0.6018,23116.8
0.601834,23070.8
0.601867,23094.8
0.601901,22998.4
0.601935,23070
0.601968,23192.4
0.602002,23158.8
0.602035,23192.4
0.602069,23080.4
0.602102,23076.8
0.602136,23130
0.60217,23083.6
0.602203,23151.6
0.602237,23218
0.60227,23074.8
0.602304,23161.6
0.602337,23200.4
0.602371,23206
0.602404,23191.2
0.602438,23041.6
0.602472,23122.8
0.602505,23121.2
0.602539,23108.8
0.602572,23183.6
0.602606,23100.4
0.602639,23136.4
0.602673,23233.6
0.602706,23216
0.60274,23302.8
0.602774,23116.4
0.602807,23181.2
0.602841,23084.4
0.602874,23170.8
0.602908,23102.4
0.602941,23151.2
0.602975,23085.6
0.603008,23199.2
0.603042,23168.8
0.603075,23231.2
0.603109,23088.8
0.603143,23182.4
0.603176,23163.6
0.60321,23124.4
0.603243,23242.8
0.603277,23116.8
0.60331,23180.4
0.603344,23102.8
0.603377,23225.6
0.603411,23164.4
0.603444,23174.4
0.603478,23251.6
0.603511,23176.8
0.603545,23239.2
0.603578,23167.6
0.603612,23319.6
0.603646,23056.4
0.603679,23234
0.603713,23204.8
0.603746,23177.6
0.60378,23241.6
0.603813,23347.2
0.603847,23206.8
0.60388,23199.6
0.603914,23172.8
0.603947,23155.2
0.603981,23226.8
0.604014,23312.8
0.604048,23214.4
0.604081,23270.4
0.604115,23235.6
0.604148,23288
0.604182,23297.2
0.604215,23204
0.604249,23200.4
0.604282,23270
0.604316,23144.4
0.604349,23202.8
0.604383,23304.4
0.604416,23239.6
0.60445,23029.6
0.604483,23295.2
0.604517,23216
0.60455,23151.6
0.604584,23222
0.604617,23328.8
0.604651,23238.8
0.604684,23204.4
0.604718,23199.2
0.604751,23194.8
0.604785,23264.8
0.604818,23188
0.604852,23132
0.604885,23266.8
0.604919,23245.2
0.604952,23277.6
0.604986,23255.6
0.605019,23183.6
0.605053,23357.2
0.605086,23316.4
0.60512,23250
0.605153,23226.4
0.605187,23197.2
0.60522,23260.4
0.605254,23195.2
0.605287,23307.6
0.60532,23333.2
0.605354,23266.8
0.605387,23246
0.605421,23216.8
0.605454,23347.6
0.605488,23391.6
0.605521,23260
0.605555,23455.2
0.605588,23319.6
0.605622,23447.2
0.605655,23298.8
0.605689,23391.6
0.605722,23240.4
0.605756,23301.2
0.605789,23281.2
0.605822,23234.4
0.605856,23325.6
0.605889,23261.6
0.605923,23262
0.605956,23320.8
0.60599,23330.4
0.606023,23235.2
0.606057,23274.8
0.60609,23360.4
0.606124,23285.6
0.606157,23298.8
0.60619,23286.4
0.606224,23270.4
0.606257,23240
0.606291,23317.6
0.606324,23281.2
0.606358,23396.8
0.606391,23368.8
0.606425,23303.2
0.606458,23384
0.606491,23290.4
0.606525,23347.2
0.606558,23328.4
0.606592,23349.6
0.606625,23363.2
0.606659,23281.6
0.606692,23288
0.606726,23384.4
0.606759,23340
0.606792,23394
0.606826,23316.8
0.606859,23436.4
0.606893,23410
0.606926,23358
0.60696,23402.8
0.606993,23382
0.607026,23406
0.60706,23478
0.607093,23486.4
0.607127,23474.4
0.60716,23350
0.607194,23333.6
0.607227,23331.6
0.60726,23369.2
0.607294,23421.2
0.607327,23470
0.607361,23416.4
0.607394,23324.4
0.607427,23379.2
0.607461,23325.6
0.607494,23429.2
0.607528,23348.4
0.607561,23426.8
0.607594,23417.2
0.607628,23326.4
0.607661,23316
0.607695,23389.2
0.607728,23556
0.607761,23464.4
0.607795,23473.2
0.607828,23468.8
0.607862,23402.4
0.607895,23446.8
0.607928,23457.6
0.607962,23359.2
0.607995,23424.4
0.608029,23328
0.608062,23389.6
0.608095,23411.2
0.608129,23298.4
0.608162,23442.8
0.608196,23504
0.608229,23407.2
0.608262,23428.4
0.608296,23519.6
0.608329,23382.4
0.608363,23338.4
0.608396,23407.2
0.608429,23389.2
0.608463,23459.6
0.608496,23469.2
0.608529,23476.4
0.608563,23337.2
0.608596,23562.4
0.60863,23410
0.608663,23501.2
0.608696,23498.4
0.60873,23438
0.608763,23462.4
0.608796,23509.6
0.60883,23341.6
0.608863,23357.2
0.608897,23397.6
0.60893,23482.8
0.608963,23476.4
0.608997,23409.2
0.60903,23477.6
0.609063,23514
0.609097,23414.4
0.60913,23472.4
0.609163,23426
0.609197,23468
0.60923,23494.8
0.609264,23422
0.609297,23414
0.60933,23468
0.609364,23394.4
0.609397,23465.2
0.60943,23514.4
0.609464,23454.4
0.609497,23349.2
0.60953,23435.6
0.609564,23594
0.609597,23479.6
0.60963,23435.2
0.609664,23550
0.609697,23462
0.60973,23503.2
0.609764,23439.6
0.609797,23540.4
0.60983,23436.8
0.609864,23439.2
0.609897,23538
0.60993,23418.4
0.609964,23569.6
0.609997,23529.6
0.610031,23438
0.610064,23647.2
0.610097,23543.2
0.61013,23588.4
0.610164,23576.4
0.610197,23564.8
0.61023,23461.2
0.610264,23523.6
0.610297,23380.4
0.61033,23544.4
0.610364,23464
0.610397,23518.4
0.61043,23593.6
0.610464,23402.8
0.610497,23609.2
0.61053,23562.8
0.610564,23512
0.610597,23406.8
0.61063,23511.6
0.610664,23559.6
0.610697,23545.6
0.61073,23511.2
0.610764,23549.6
0.610797,23593.2
0.61083,23512.4
0.610864,23719.6
0.610897,23528.8
0.61093,23534.8
0.610963,23572.8
0.610997,23582.4
0.61103,23658
0.611063,23504
0.611097,23658.8
0.61113,23698.4
0.611163,23553.2
0.611197,23499.6
0.61123,23801.6
0.611263,23692.8
0.611296,23694.4
0.61133,23434
0.611363,23600.8
0.611396,23709.2
0.61143,23707.6
0.611463,23663.2
0.611496,23573.6
0.611529,23682.8
0.611563,23666.8
0.611596,23628.4
0.611629,23608
0.611663,23709.2
0.611696,23631.6
0.611729,23652.4
0.611762,23714.4
0.611796,23813.2
0.611829,23705.2
0.611862,23806.4
0.611896,23746.8
0.611929,23718
0.611962,23789.6
0.611995,23539.2
0.612029,23772.4
0.612062,23778
0.612095,23688.4
0.612129,23715.2
0.612162,23814
0.612195,23744.4
0.612228,23795.6
0.612262,23768.4
0.612295,23704.4
0.612328,23728
0.612361,23856
0.612395,23833.2
0.612428,23836.4
0.612461,23791.6
0.612494,23886
0.612528,23866.4
0.612561,23647.2
0.612594,23822.8
0.612627,23875.2
0.612661,23728
0.612694,23720.4
0.612727,23734.4
0.61276,23710.8
0.612794,23861.2
0.612827,23716
0.61286,23786.4
0.612893,23820
0.612927,23716.8
0.61296,23915.2
0.612993,23826
0.613026,24034
0.61306,23765.6
0.613093,23820
0.613126,23921.2
0.613159,23879.6
0.613193,23990
0.613226,23949.2
0.613227,22598.4
0.613261,22728
0.613295,22674
0.613329,22552
0.613362,22691.6
0.613396,22691.2
0.61343,22727.2
0.613464,22678.8
0.613497,22628.4
0.613531,22646
0.613565,22681.6
0.613599,22710.8
0.613633,22789.2
0.613666,22608.8
0.6137,22754.8
0.613734,22698.4
0.613768,22702.8
0.613802,22724
0.613835,22701.2
0.613869,22842.4
0.613903,22730.4
0.613937,22812.4
0.61397,22632.8
0.614004,22676.8
0.614038,22742.8
0.614072,22765.6
0.614106,22600.8
0.614139,22746.8
0.614173,22709.2
0.614207,22733.2
0.614241,22830.4
0.614274,22755.2
0.614308,22855.2
0.614342,22837.2
0.614376,22805.2
0.61441,22880.4
0.614443,22652.4
0.614477,22859.2
0.614511,22734
0.614545,22820.8
0.614578,22745.2
0.614612,22810
0.614646,22876.8
0.61468,22790.8
0.614713,22792.8
0.614747,22769.6
0.614781,22783.2
0.614815,22767.6
0.614848,22819.2
0.614882,22833.2
0.614916,22724
0.61495,22681.6
0.614983,22884.4
0.615017,22801.6
0.615051,22805.6
0.615085,22797.2
0.615118,22878.4
0.615152,22781.6
0.615186,22650.4
0.61522,22862.4
0.615253,22846.4
0.615287,22896.8
0.615321,22962.4
0.615355,22908
0.615388,22877.6
0.615422,22894.4
0.615456,22891.6
0.61549,22964.4
0.615523,22935.2
0.615557,23104.8
0.615591,22986.8
0.615625,22973.6
0.615658,22940.8
0.615692,22902.4
0.615726,22920.4
0.61576,22828.4
0.615793,22913.2
0.615827,22920.8
0.615861,22915.2
0.615894,22953.6
0.615928,22932.4
0.615962,22948.8
0.615996,23157.6
0.616029,23042.8
0.616063,23008.4
0.616097,22978
0.616131,22926
0.616164,23061.6
0.616198,22976
0.616232,23040
0.616265,23044.8
0.616299,23107.6
0.616333,22924.8
0.616367,23057.2
0.6164,22912.8
0.616434,23062.4
0.616468,23002.4
0.616501,22985.2
0.616535,23028.8
0.616569,23050.8
0.616603,23130.4
0.616636,23183.2
0.61667,23088.4
0.616704,23138.8
0.616737,23000.8
0.616771,23030.4
0.616805,23131.2
0.616839,23228
0.616872,23100
0.616906,23107.6
0.61694,23098.4
0.616973,23202
0.617007,23324.8
0.617041,23172
0.617074,23224.4
0.617108,23260.8
0.617142,23173.6
0.617176,23204
0.617209,23126
0.617243,23205.2
0.617277,23218.8
0.61731,23149.2
0.617344,23309.6
0.617378,23139.2
0.617411,23199.6
0.617445,23138.8
0.617479,23213.6
0.617512,23218.4
0.617546,23162
0.61758,23246.8
0.617614,23224.4
0.617647,23297.2
0.617681,23259.6
0.617715,23254
0.617748,23300
0.617782,23314.4
0.617816,23190
0.617849,23431.2
0.617883,23335.6
0.617917,23426.8
0.61795,23286.4
0.617984,23398.4
0.618018,23316
0.618051,23359.6
0.618085,23377.6
0.618119,23400
0.618152,23336.4
0.618186,23448.8
0.61822,23430
0.618253,23322.4
0.618287,23511.6
0.618321,23560.4
0.618354,23458
0.618388,23306.8
0.618422,23376.4
0.618455,23480.4
0.618489,23587.6
0.618523,23511.2
0.618556,23552.4
0.61859,23290.4
0.618624,23434
0.618657,23549.2
0.618691,23562.8
0.618725,23541.2
0.618758,23530
0.618792,23439.6
0.618826,23468.4
0.618859,23593.6
0.618893,23661.2
0.618927,23523.2
0.61896,23476.4
0.618994,23670.8
0.619027,23593.6
0.619061,23503.2
0.619095,23643.2
0.619128,23519.2
0.619162,23645.6
0.619196,23672.4
0.619229,23582.4
0.619263,23622
0.619297,23673.6
0.61933,23606.4
0.619364,23688.8
0.619398,23652.8
0.619431,23638.4
0.619465,23592
0.619498,23576.8
0.619532,23679.2
0.619566,23628
0.619599,23761.6
0.619633,23770.8
0.619667,23659.6
0.6197,23676
0.619734,23726.8
0.619767,23734.4
0.619801,23734.8
0.619835,23663.2
0.619868,23708.8
0.619902,23761.2
0.619936,23866.8
0.619969,23715.2
0.620003,23741.6
0.620036,23678.4
0.62007,23779.6
0.620104,23789.6
0.620137,23750.4
0.620171,23803.2
0.620205,23784.8
0.620238,23805.6
0.620272,23889.2
0.620305,23855.6
0.620339,23920.8
0.620373,23737.2
0.620406,23965.6
0.62044,23877.6
0.620473,23798.8
0.620507,23792.8
0.620541,23823.2
0.620574,24066
0.620608,23834.8
0.620641,24149.2
0.620675,24002.8
0.620709,23914.8
0.620742,23870.4
0.620776,24071.6
0.620809,24020.4
0.620843,23961.2
0.620877,23804.4
0.62091,23880.4
0.620944,23974.8
0.620977,23950.4
0.621011,23978
0.621045,23988.8
0.621078,23978.4
0.621112,24090.4
0.621145,24061.2
0.621179,23967.2
0.621213,23938
0.621246,24181.6
0.62128,24037.6
0.621313,24045.2
0.621347,24165.2
0.621381,24099.6
0.621414,23974.4
0.621448,24023.6
0.621481,24101.6
0.621515,24231.2
0.621548,24092
0.621582,24088
0.621616,24058
0.621649,24169.2
0.621683,24087.6
0.621716,23949.2
0.62175,24165.6
0.621783,23988.4
0.621817,24203.6
0.621851,24078.4
0.621884,24221.2
0.621918,24320.8
0.621951,24195.6
0.621985,24082.4
0.622018,24272
0.622052,24088.8
0.622086,24182.4
0.622119,24208.8
0.622153,24282.8
0.622186,24201.6
0.62222,24239.6
0.622253,24166.8
0.622287,24193.6
0.62232,24318.8
0.622354,24285.2
0.622388,24239.2
0.622421,24186.8
0.622455,24429.6
0.622488,24156
0.622522,24204.4
0.622555,24345.2
0.622589,24364
0.622622,24423.2
0.622656,24354.8
0.62269,24306.8
0.622723,24412
0.622757,24478.8
0.62279,24327.2
0.622824,24297.6
0.622857,24335.6
0.622891,24289.6
0.622924,24369.6
0.622958,24394.4
0.622991,24315.6
0.623025,24322.8
0.623059,24432.8
0.623092,24364.4
0.623126,24433.2
0.623159,24436.8
0.623193,24479.6
0.623226,24432.4
0.62326,24431.2
0.623293,24425.2
0.623327,24486.8
0.62336,24621.2
0.623394,24610
0.623427,24560
0.623461,24607.6
0.623494,24681.2
0.623528,24605.2
0.623562,24520
0.623595,24608.4
0.623629,24637.6
0.623662,24619.2
0.623696,24457.6
0.623729,24602.8
0.623763,24669.6
0.623796,24619.6
0.62383,24608.8
0.623863,24585.2
0.623897,24659.2
0.62393,24557.2
0.623964,24590
0.623997,24614.4
0.624031,24587.2
0.624064,24615.6
0.624098,24582.4
0.624131,24627.6
0.624165,24609.2
0.624198,24708
0.624232,24721.6
0.624265,24702.8
0.624299,24758.8
0.624332,24651.6
0.624366,24641.2
0.624399,24756
0.624433,24762
0.624466,24877.2
0.6245,24788.8
0.624533,24788
0.624567,24833.2
0.6246,24838.4
0.624634,24710.8
0.624667,24728.4
0.624701,24843.6
0.624734,24866.8
0.624768,24898
0.624801,24761.6
0.624835,24632
0.624868,24776.4
0.624902,24881.2
0.624935,24917.6
0.624969,24919.6
0.625002,24883.6
0.625036,24887.6
0.625069,24944.4
0.625103,24834
0.625136,24987.2
0.62517,25029.6
0.625203,24959.6
0.625237,24984
0.62527,24940.4
0.625303,25037.6
0.625337,25077.2
0.62537,25001.6
0.625404,24904.8
0.625437,24993.2
0.625471,25038
0.625504,24984.4
0.625538,25001.6
0.625571,25116.8
0.625605,25048
0.625638,25004
0.625672,24986.8
0.625705,24957.2
0.625739,25049.2
0.625772,25085.6
0.625806,25082.8
0.625839,25014.4
0.625872,25085.6
0.625906,25132.8
0.625939,25051.6
0.625973,25042.4
0.626006,25110
0.62604,25148.8
0.626073,25240.4
0.626107,25217.6
0.62614,25217.6
0.626174,25147.6
0.626207,25218.4
0.62624,25093.2
0.626274,25230.8
0.626307,25220.4
0.626341,25273.6
0.626374,25299.6
0.626408,25099.6
0.626441,25297.6
0.626475,25170
0.626508,25240.8
0.626541,25286.4
0.626575,25222.4
0.626608,25314.8
0.626642,25264.4
0.626675,25342
0.626709,25303.6
0.626742,25327.6
0.626775,25409.2
0.626809,25364
0.626842,25318.4
0.626876,25443.6
0.626909,25330
0.626943,25499.2
0.626976,25468.8
0.62701,25381.6
0.627043,25485.6
0.627076,25473.2
0.62711,25361.6
0.627143,25340
0.627177,25398.4
0.62721,25531.6
0.627243,25508.8
0.627277,25529.2
0.62731,25468.8
0.627344,25264.8
0.627377,25563.6
0.627411,25353.2
0.627444,25504
0.627477,25399.6
0.627511,25530
0.627544,25628.8
0.627578,25403.2
0.627611,25579.2
0.627644,25500.4
0.627678,25461.6
0.627711,25562.4
0.627745,25612
0.627778,25557.2
0.627811,25656
0.627845,25474
0.627878,25666
0.627912,25611.6
0.627945,25570.8
0.627979,25630
0.628012,25599.6
0.628045,25710.4
0.628079,25667.6
0.628112,25567.6
0.628145,25460
0.628179,25533.2
0.628212,25799.6
0.628246,25763.2
0.628279,25720.4
0.628312,25840
0.628346,25618
0.628379,25647.2
0.628413,25749.6
0.628446,25712.4
0.628479,25887.6
0.628513,25778.8
0.628546,25864
0.62858,25750.4
0.628613,25683.2
0.628646,25834.4
0.62868,25796
0.628713,25752.4
0.628746,25774
0.62878,25860.8
0.628813,25930.8
0.628847,25725.6
0.62888,25891.2
0.628913,25880.8
0.628947,25865.2
0.62898,25841.2
0.629013,25806.8
0.629047,25762.4
0.62908,25817.2
0.629114,25917.2
0.629147,25986
0.62918,25808.4
0.629214,25968.8
0.629247,25855.6
0.62928,25934.4
0.629314,25930.8
0.629347,26038.8
0.62938,26044.4
0.629414,25904.4
0.629447,26074.8
0.629481,26020.8
0.629514,25950.4
0.629547,25854.8
0.629581,25972.4
0.629614,25982.8
0.629647,26015.2
0.629681,25932
0.629714,25997.6
0.629747,26130
0.629781,26113.6
0.629814,26123.2
0.629847,26056.8
0.629881,25958
0.629914,25960
0.629947,26000
0.629981,26156.4
0.630014,26168
0.630047,26103.2
0.630081,26136.4
0.630114,26240.8
0.630147,26092.4
0.630181,26132.8
0.630214,26266
0.630248,26149.6
0.630281,26196.4
0.630314,26203.2
0.630348,26196.4
0.630381,26244
0.630414,26060.8
0.630447,26060.8
0.630481,26189.6
0.630514,26184.8
0.630547,26352
0.630581,26380.8
0.630614,26140
0.630647,26136
0.630681,26318.8
0.630714,26294.8
0.630747,26212.8
0.630781,26256
0.630814,26368.4
0.630847,26356.4
0.630881,26386.4
0.630914,26276.4
0.630947,26323.2
0.630981,26220.8
0.631014,26396.4
0.631047,26430
0.631081,26457.2
0.631114,26381.2
0.631147,26208.4
0.63118,26356.4
0.631214,26438.8
0.631247,26280
0.63128,26307.2
0.631314,26428.8
0.631347,26309.6
0.63138,26346
0.631414,26442.4
0.631447,26455.6
0.63148,26494
0.631514,26439.6
0.631547,26541.2
0.63158,26578
0.631613,26417.2
0.631647,26316
0.63168,26498.4
0.631713,26490.8
0.631747,26638.4
0.63178,26625.2
0.631813,26417.2
0.631846,26496.4
0.63188,26739.6
0.631913,26678
0.631946,26543.6
0.63198,26510
0.632013,26390.4
0.632046,26623.6
0.632079,26610.4
0.632113,26585.6
0.632146,26736.4
0.632179,26646
0.632213,26596.4
0.632246,26622
0.632279,26705.6
0.632312,26673.2
0.632346,26575.2
0.632379,26636.4
0.632412,26747.6
0.632445,26824
0.632479,26542.8
0.632512,26591.6
0.632545,26723.6
0.632579,26688
0.632612,26614.4
0.632645,26807.2
0.632678,26731.6
0.632712,26650
0.632745,26715.6
0.632778,26595.2
0.632811,26684.4
0.632845,26620
0.632878,26518.8
0.632911,26744.8
0.632944,26723.2
0.632978,26799.2
0.633011,26695.6
0.633044,26665.6
0.633077,26583.2
0.633111,26728
0.633144,26734.4
0.633177,26648.4
0.63321,26660.4
0.633244,26662.8
0.633277,26735.6
0.63331,26820
0.633343,26870
0.633377,26802.4
0.63341,26812.8
0.633443,26892.4
0.633476,26855.2
0.63351,26876.4
0.633543,26892.4
0.633576,26724
0.633609,26887.2
0.633643,26913.2
0.633676,26951.2
0.633709,26935.6
0.633742,26891.6
0.633776,26715.2
0.633809,26862
0.633842,26897.2
0.633875,26820
0.633908,26958.4
0.633942,26777.6
0.633975,26949.6
0.634008,27067.6
0.634041,26892
0.634075,26860
0.634108,26990.4
0.634141,26977.6
0.634174,26972.8
0.634207,26922
0.634241,26828.4
0.634274,26942.4
0.634307,26911.6
0.63434,27019.2
0.634374,27068.8
0.634407,26978.4
0.63444,26912
0.634473,26969.2
0.634506,27007.6
0.63454,26894
0.634573,26859.2
0.634606,27043.2
0.634639,26982.8
0.634672,27021.6
0.634706,27076.4
0.634739,27059.6
0.634772,26992.4
0.634805,27090
0.634838,26936.8
0.634872,27108.4
0.634905,27038
0.634938,27094.8
0.634971,27173.6
0.635004,27099.2
0.635038,27139.6
0.635071,27148.4
0.635104,27134.8
0.635137,27110.8
0.63517,27130.4
0.635204,27116
0.635237,27162.8
0.63527,27213.2
0.635303,27145.2
0.635336,26906.8
0.63537,27116.8
0.635403,27265.6
0.635436,27129.2
0.635469,27212.8
0.635502,27144.8
0.635535,27118.4
0.635569,27087.2
0.635602,27262
0.635635,27224.8
0.635668,27240.8
0.635701,27080
0.635734,27227.6
0.635768,27313.2
0.635801,27208.8
0.635834,27117.2
0.635867,27139.6
0.6359,27199.2
0.635933,27242
0.635967,27244.4
0.636,27194
0.636033,27079.6
0.636066,27142.8
0.636099,27268.8
0.636132,27282.8
0.636166,27292.8
0.636199,27271.6
0.636232,27382
0.636265,27313.2
0.636298,27371.6
0.636331,27296
0.636365,27247.2
0.636398,27209.6
