wavelength [um],"Bulb Spectra, No background"
0.437089,3894.8
0.437124,3904.4
0.437159,3887.2
0.437194,3958
0.437229,3915.2
0.437264,3939.6
0.437299,3886.4
0.437334,3929.6
0.43737,3928.8
0.437405,3940.4
0.43744,3930.4
0.437475,3909.2
0.43751,3955.2
0.437545,3958.8
0.43758,3956.8
0.437615,3965.2
0.43765,3888.4
0.437685,3953.6
0.437721,3956.4
0.437756,3982.8
0.437791,3944.8
0.437826,3946.4
0.437861,3944
0.437896,3944.8
0.437931,3913.2
0.437966,3966.4
0.438001,3969.2
0.438036,3974
0.438071,3972.8
0.438107,3992.4
0.438142,3992.8
0.438177,3963.6
0.438212,3953.2
0.438247,3922.8
0.438282,3976.4
0.438317,4000.8
0.438352,3975.2
0.438387,3997.6
0.438422,4008.8
0.438457,3982
0.438492,3947.2
0.438528,4022.4
0.438563,4017.6
0.438598,3959.2
0.438633,4010
0.438668,4065.2
0.438703,3996
0.438703,4171.6
0.438739,4124
0.438774,4077.6
0.43881,4124.4
0.438845,4136.4
0.438881,4192.8
0.438917,4140.4
0.438952,4184.8
0.438988,4199.2
0.439023,4166.8
0.439059,4160.8
0.439094,4164.8
0.43913,4170.8
0.439165,4101.2
0.439201,4175.2
0.439236,4193.2
0.439272,4200.8
0.439307,4190
0.439343,4177.2
0.439378,4163.2
0.439414,4182
0.43945,4163.6
0.439485,4222.8
0.439521,4169.2
0.439556,4219.2
0.439592,4172.4
0.439627,4159.6
0.439663,4243.2
0.439698,4139.2
0.439734,4215.2
0.439769,4256
0.439805,4214.4
0.43984,4187.6
0.439876,4215.6
0.439911,4222.4
0.439947,4203.2
0.439982,4235.6
0.440018,4217.2
0.440053,4208.4
0.440089,4191.6
0.440124,4196.4
0.44016,4196.4
0.440195,4219.2
0.440231,4167.6
0.440266,4226.4
0.440302,4169.2
0.440338,4216
0.440373,4249.6
0.440409,4263.2
0.440444,4246
0.44048,4251.6
0.440515,4238.8
0.440551,4227.6
0.440586,4284.4
0.440622,4294
0.440657,4270.4
0.440693,4190.8
0.440728,4229.2
0.440764,4257.6
0.440799,4244.8
0.440835,4286.4
0.44087,4260
0.440906,4248.4
0.440941,4236.8
0.440977,4274
0.441012,4297.2
0.441048,4260
0.441083,4301.2
0.441119,4304.4
0.441154,4270.4
0.44119,4319.2
0.441225,4283.2
0.441261,4283.2
0.441296,4283.6
0.441332,4317.2
0.441367,4298
0.441403,4299.2
0.441438,4304
0.441474,4302
0.441509,4344.8
0.441545,4332.8
0.44158,4285.2
0.441615,4384.8
0.441651,4332.8
0.441686,4349.2
0.441722,4352
0.441757,4279.2
0.441793,4303.2
0.441828,4344
0.441864,4343.6
0.441899,4306.8
0.441935,4316
0.44197,4301.2
0.442006,4290.4
0.442041,4279.6
0.442077,4353.2
0.442112,4330.4
0.442148,4303.6
0.442183,4386
0.442219,4328.8
0.442254,4360
0.44229,4353.6
0.442325,4346.4
0.442361,4353.2
0.442396,4444.8
0.442431,4408.4
0.442467,4364.4
0.442502,4350
0.442538,4410
0.442573,4418.4
0.442609,4399.2
0.442644,4404.4
0.44268,4411.2
0.442715,4418
0.442751,4410.4
0.442786,4417.6
0.442822,4360.8
0.442857,4434.4
0.442893,4396
0.442928,4430.4
0.442963,4426.8
0.442999,4425.2
0.443034,4430
0.44307,4416.4
0.443105,4383.6
0.443141,4454.4
0.443176,4440
0.443212,4448.8
0.443247,4435.6
0.443283,4410.4
0.443318,4416.4
0.443353,4431.6
0.443389,4436.4
0.443424,4501.6
0.44346,4412
0.443495,4486.4
0.443531,4403.6
0.443566,4441.6
0.443602,4505.2
0.443637,4382.8
0.443672,4543.2
0.443708,4501.2
0.443743,4494
0.443779,4440.8
0.443814,4466.4
0.44385,4526
0.443885,4480.4
0.443921,4506
0.443956,4537.2
0.443991,4487.6
0.444027,4520
0.444062,4518.8
0.444098,4502.8
0.444133,4515.6
0.444169,4548
0.444204,4511.2
0.444239,4526.4
0.444275,4580
0.44431,4464.8
0.444346,4471.2
0.444381,4523.2
0.444417,4542
0.444452,4548
0.444488,4553.2
0.444523,4527.6
0.444558,4556.4
0.444594,4624
0.444629,4599.2
0.444665,4530.8
0.4447,4512.8
0.444735,4613.2
0.444771,4561.6
0.444806,4534.8
0.444842,4633.2
0.444877,4562.4
0.444913,4572
0.444948,4551.6
0.444983,4606.8
0.445019,4599.2
0.445054,4593.6
0.44509,4612.8
0.445125,4622.4
0.445161,4615.6
0.445196,4602.8
0.445231,4686
0.445267,4617.6
0.445302,4613.2
0.445338,4683.2
0.445373,4598.8
0.445408,4615.2
0.445444,4618.8
0.445479,4640.4
0.445515,4636.8
0.44555,4676.8
0.445585,4658.4
0.445621,4671.2
0.445656,4626.8
0.445692,4655.2
0.445727,4661.2
0.445762,4650
0.445798,4706.8
0.445833,4706
0.445869,4643.6
0.445904,4678
0.445939,4700
0.445975,4704.8
0.44601,4661.6
0.446046,4732.8
0.446081,4720
0.446116,4735.6
0.446152,4688.8
0.446187,4710
0.446223,4681.2
0.446258,4745.2
0.446293,4696
0.446329,4729.6
0.446364,4679.2
0.4464,4754
0.446435,4699.2
0.44647,4730.8
0.446506,4764.4
0.446541,4734.8
0.446576,4723.2
0.446612,4738
0.446647,4708.8
0.446683,4763.6
0.446718,4730
0.446753,4769.2
0.446789,4768
0.446824,4750
0.44686,4746.4
0.446895,4782.8
0.44693,4763.2
0.446966,4791.6
0.447001,4726.4
0.447036,4760.4
0.447072,4807.6
0.447107,4792.8
0.447143,4786.8
0.447178,4790.8
0.447213,4783.2
0.447249,4833.6
0.447284,4793.6
0.447319,4809.6
0.447355,4796.4
0.44739,4814
0.447426,4849.2
0.447461,4852.4
0.447496,4757.6
0.447532,4797.2
0.447567,4864
0.447602,4828
0.447638,4794
0.447673,4831.6
0.447708,4858.8
0.447744,4859.6
0.447779,4849.2
0.447815,4848.4
0.44785,4859.2
0.447885,4866
0.447921,4818.8
0.447956,4860
0.447991,4858.4
0.448027,4906
0.448062,4881.2
0.448097,4868.8
0.448133,4908.8
0.448168,4905.6
0.448203,4894.4
0.448239,4863.6
0.448274,4852.4
0.448309,4992.4
0.448345,4851.6
0.44838,4895.2
0.448416,4912.8
0.448451,4963.2
0.448486,4915.2
0.448522,4968.8
0.448557,4935.6
0.448592,4954
0.448628,4955.6
0.448663,4980
0.448698,4982
0.448734,4969.6
0.448769,4965.2
0.448804,4968
0.44884,4947.6
0.448875,4958
0.44891,4972.4
0.448946,4986
0.448981,5014.8
0.449016,4972.4
0.449052,4984.8
0.449087,4982
0.449122,4936
0.449158,5018.4
0.449193,5045.6
0.449228,5008.8
0.449264,5035.6
0.449299,5041.2
0.449334,5024
0.44937,5060
0.449405,5034.4
0.44944,5041.2
0.449476,5054.8
0.449511,5052.4
0.449546,5002.8
0.449582,5047.2
0.449617,5068.8
0.449652,5028.4
0.449688,5064
0.449723,5106
0.449758,5081.6
0.449793,5049.2
0.449829,5092
0.449864,5050
0.449899,5041.6
0.449935,5093.6
0.44997,5089.6
0.450005,5094.4
0.450041,5152.8
0.450076,5112
0.450111,5030
0.450147,5069.2
0.450182,5126.8
0.450217,5147.6
0.450253,5141.6
0.450288,5121.6
0.450323,5119.6
0.450358,5122
0.450394,5168.8
0.450429,5116.4
0.450464,5160
0.4505,5184.4
0.450535,5128
0.45057,5167.6
0.450606,5163.6
0.450641,5189.6
0.450676,5174.4
0.450711,5190.8
0.450747,5219.6
0.450782,5179.2
0.450817,5186.4
0.450853,5215.6
0.450888,5235.6
0.450923,5174
0.450959,5205.2
0.450994,5250.4
0.451029,5199.6
0.451064,5233.2
0.4511,5158
0.451135,5190
0.45117,5222.8
0.451206,5256.8
0.451241,5256.4
0.451276,5228.4
0.451311,5286
0.451347,5245.2
0.451382,5239.2
0.451417,5252
0.451453,5270.4
0.451488,5291.2
0.451523,5232.4
0.451558,5273.2
0.451594,5293.2
0.451629,5294.4
0.451664,5287.2
0.451699,5269.2
0.451735,5235.2
0.45177,5290.8
0.451805,5332.8
0.451841,5331.6
0.451876,5277.2
0.451911,5375.2
0.451946,5372.4
0.451982,5310.8
0.452017,5316
0.452052,5351.6
0.452087,5351.6
0.452123,5306.8
0.452158,5346.8
0.452193,5331.2
0.452229,5348.8
0.452264,5364
0.452299,5321.6
0.452334,5355.6
0.45237,5354.4
0.452405,5358.4
0.45244,5372
0.452475,5386
0.452511,5449.2
0.452546,5378.4
0.452581,5404.4
0.452616,5356
0.452652,5438.8
0.452687,5418.4
0.452722,5363.2
0.452757,5443.2
0.452793,5390.4
0.452828,5444.8
0.452863,5478.8
0.452898,5412.8
0.452934,5476
0.452969,5395.6
0.453004,5476
0.453039,5452
0.453075,5467.2
0.45311,5480.4
0.453145,5403.2
0.45318,5492
0.453216,5410
0.453251,5480
0.453286,5446
0.453321,5488.4
0.453357,5442.8
0.453392,5499.6
0.453427,5471.2
0.453462,5506.4
0.453498,5500.4
0.453533,5447.6
0.453568,5515.6
0.453603,5565.6
0.453638,5586
0.453674,5581.6
0.453709,5544
0.453744,5505.6
0.453779,5556.4
0.453815,5547.2
0.45385,5541.2
0.453885,5589.6
0.45392,5566.4
0.453956,5589.6
0.453991,5602.4
0.454026,5570
0.454061,5532.4
0.454096,5620.8
0.454132,5533.6
0.454167,5544
0.454202,5570
0.454237,5588
0.454273,5631.6
0.454308,5595.2
0.454343,5606
0.454378,5612.4
0.454413,5634.4
0.454449,5648
0.454484,5660.4
0.454519,5616
0.454554,5656
0.45459,5622.8
0.454625,5584.4
0.45466,5642.8
0.454695,5692
0.45473,5611.6
0.454766,5656
0.454801,5663.2
0.454836,5637.2
0.454871,5647.6
0.454906,5689.2
0.454942,5694
0.454977,5659.2
0.455012,5691.2
0.455047,5673.6
0.455082,5723.2
0.455118,5698.8
0.455153,5760.8
0.455188,5746.8
0.455223,5735.6
0.455258,5739.2
0.455294,5717.2
0.455329,5723.6
0.455364,5796.4
0.455399,5738
0.455434,5754
0.45547,5728.8
0.455505,5755.6
0.45554,5740
0.455575,5747.2
0.45561,5707.2
0.455646,5760.8
0.455681,5762
0.455716,5792
0.455751,5836
0.455786,5740.8
0.455821,5783.2
0.455857,5772.4
0.455892,5783.6
0.455927,5828.4
0.455962,5760.8
0.455997,5850
0.456033,5824.4
0.456068,5812.4
0.456103,5811.6
0.456138,5880.8
0.456173,5867.2
0.456208,5887.2
0.456244,5823.6
0.456279,5936
0.456314,5886.4
0.456349,5896
0.456384,5898.4
0.456419,5898.8
0.456455,5922.8
0.45649,5865.6
0.456525,5910.4
0.45656,5947.2
0.456595,5945.6
0.456631,5944.4
0.456666,5906.4
0.456701,5962.8
0.456736,5988.8
0.456771,5954
0.456806,5975.2
0.456841,5917.6
0.456877,5955.6
0.456912,5971.2
0.456947,5992.8
0.456982,5970
0.457017,5966
0.457052,5968.8
0.457088,6029.6
0.457123,5955.6
0.457158,6013.6
0.457193,5946.8
0.457228,6062
0.457263,6008.8
0.457299,6002.4
0.457334,6028.8
0.457369,5977.2
0.457404,5998.8
0.457439,6085.6
0.457474,6034.8
0.457509,6082
0.457545,6017.2
0.45758,6099.2
0.457615,5993.6
0.45765,6122.8
0.457685,6098.8
0.45772,6086.4
0.457755,6051.2
0.457791,6076.8
0.457826,6100.4
0.457861,6070.4
0.457896,6051.2
0.457931,6142
0.457966,6108.8
0.458001,6160.4
0.458037,6112.8
0.458072,6037.2
0.458107,6105.6
0.458142,6168.8
0.458177,6215.2
0.458212,6102.4
0.458247,6159.2
0.458282,6195.6
0.458318,6101.6
0.458353,6127.6
0.458388,6186
0.458423,6193.2
0.458458,6155.2
0.458493,6097.2
0.458528,6201.2
0.458563,6170.8
0.458599,6197.6
0.458634,6244.4
0.458669,6179.6
0.458704,6129.6
0.458739,6155.6
0.458774,6181.2
0.458809,6168.8
0.458844,6222
0.45888,6214.8
0.458915,6184
0.45895,6196
0.458985,6267.6
0.45902,6266.8
0.459055,6295.6
0.45909,6256.4
0.459125,6158
0.45916,6264.4
0.459196,6258.8
0.459231,6260.8
0.459266,6298.8
0.459301,6298.4
0.459336,6268.4
0.459371,6273.6
0.459406,6331.2
0.459441,6259.6
0.459476,6306
0.459511,6350.8
0.459547,6296.4
0.459582,6306
0.459617,6312.8
0.459652,6335.6
0.459687,6360.8
0.459722,6317.2
0.459757,6356.4
0.459792,6320.4
0.459827,6377.6
0.459862,6266.4
0.459898,6389.2
0.459933,6375.2
0.459968,6325.6
0.460003,6361.2
0.460038,6347.2
0.460073,6367.6
0.460108,6349.6
0.460143,6365.2
0.460178,6375.2
0.460213,6410.4
0.460248,6423.6
0.460283,6329.2
0.460319,6384.8
0.460354,6436.4
0.460389,6483.2
0.460424,6356
0.460459,6457.6
0.460494,6405.6
0.460529,6414
0.460564,6403.2
0.460599,6471.2
0.460634,6417.6
0.460669,6474.4
0.460704,6470.8
0.460739,6469.2
0.460775,6431.2
0.46081,6480
0.460845,6471.6
0.46088,6569.2
0.460915,6496.8
0.46095,6527.2
0.460985,6448
0.46102,6505.6
0.461055,6582.8
0.46109,6477.6
0.461125,6516.4
0.46116,6512.8
0.461195,6492.4
0.46123,6528
0.461265,6534.8
0.461301,6552.8
0.461336,6467.2
0.461371,6493.6
0.461406,6567.2
0.461441,6552.4
0.461476,6558.4
0.461511,6469.6
0.461546,6594.8
0.461581,6612.4
0.461616,6585.2
0.461651,6631.2
0.461686,6629.6
0.461721,6582.4
0.461756,6666.8
0.461791,6672.4
0.461826,6632.4
0.461861,6642.8
0.461896,6592.4
0.461931,6622.8
0.461966,6611.2
0.462002,6649.6
0.462037,6588.4
0.462072,6618.4
0.462107,6710
0.462142,6639.2
0.462177,6642.4
0.462212,6684
0.462247,6612.8
0.462282,6663.6
0.462317,6684
0.462352,6675.6
0.462387,6630
0.462422,6656.8
0.462457,6761.6
0.462492,6680.4
0.462527,6682.8
0.462562,6714.4
0.462597,6748
0.462632,6694
0.462667,6723.6
0.462702,6703.2
0.462737,6747.2
0.462772,6792.4
0.462807,6740.8
0.462842,6776.4
0.462877,6785.2
0.462912,6720.4
0.462947,6815.6
0.462982,6762
0.463017,6812
0.463052,6822.4
0.463087,6800.8
0.463122,6857.2
0.463157,6846.4
0.463192,6794
0.463227,6750.8
0.463262,6765.2
0.463297,6810
0.463333,6855.2
0.463368,6867.2
0.463403,6841.2
0.463438,6848
0.463473,6843.2
0.463508,6822.4
0.463543,6812.8
0.463578,6849.2
0.463613,6869.6
0.463648,6837.6
0.463683,6860
0.463718,6870.8
0.463753,6858
0.463788,6872.4
0.463823,6948.4
0.463858,6847.2
0.463893,6936.8
0.463928,6916.4
0.463963,6844.8
0.463998,6928.4
0.464033,6903.2
0.464068,6920
0.464103,6905.6
0.464138,6934.4
0.464173,6966
0.464208,6948
0.464242,6966.8
0.464277,6941.6
0.464312,6974.4
0.464347,6930.8
0.464382,6960
0.464417,6928.8
0.464452,6976
0.464487,6980.8
0.464522,7007.2
0.464557,6996.4
0.464592,7024
0.464627,7014.8
0.464662,6972.4
0.464697,7046.8
0.464732,6983.6
0.464767,7028
0.464802,6988.8
0.464837,7018.8
0.464872,7052
0.464907,6982
0.464942,7059.2
0.464977,7066.4
0.465012,7105.2
0.465047,7121.6
0.465082,6999.2
0.465117,7133.2
0.465152,6962.4
0.465187,7064
0.465222,7082
0.465257,7094.4
0.465292,7078.8
0.465327,7049.2
0.465362,7085.6
0.465397,7134
0.465432,7101.2
0.465467,7147.2
0.465502,7064.8
0.465536,7174.4
0.465571,7152.4
0.465606,7052.4
0.465641,7160
0.465676,7145.6
0.465711,7111.6
0.465746,7156
0.465781,7209.2
0.465816,7184.4
0.465851,7220
0.465886,7195.2
0.465921,7141.2
0.465956,7218.8
0.465991,7208.8
0.466026,7203.2
0.466061,7164.4
0.466096,7227.2
0.466131,7180.8
0.466166,7232.8
0.466201,7264.8
0.466235,7203.6
0.46627,7303.2
0.466305,7282.4
0.46634,7244
0.466375,7224.4
0.46641,7261.2
0.466445,7324
0.46648,7263.2
0.466515,7337.6
0.46655,7249.6
0.466585,7291.6
0.46662,7388.4
0.466655,7304
0.46669,7291.6
0.466725,7263.2
0.466759,7382
0.466794,7302.8
0.466829,7330
0.466864,7325.2
0.466899,7327.2
0.466934,7347.2
0.466969,7371.6
0.467004,7313.2
0.467039,7323.6
0.467074,7294.8
0.467109,7356.4
0.467144,7386
0.467179,7365.6
0.467213,7374.8
0.467248,7406.4
0.467283,7380.4
0.467318,7336.4
0.467353,7332
0.467388,7412.8
0.467423,7387.2
0.467458,7378.8
0.467493,7504
0.467528,7395.6
0.467563,7395.2
0.467597,7406.8
0.467632,7401.6
0.467667,7408.8
0.467702,7436
0.467737,7479.2
0.467772,7393.6
0.467807,7456
0.467842,7504
0.467877,7458.4
0.467912,7481.6
0.467946,7526
0.467981,7470.8
0.468016,7475.6
0.468051,7403.2
0.468086,7531.2
0.468121,7470.8
0.468156,7428.4
0.468191,7504.8
0.468226,7546.4
0.468261,7528
0.468295,7526.4
0.46833,7510.4
0.468365,7537.2
0.4684,7520
0.468435,7550
0.46847,7520
0.468505,7544.4
0.46854,7600.8
0.468575,7534
0.468609,7536.4
0.468644,7581.6
0.468679,7635.6
0.468714,7630.4
0.468749,7639.2
0.468784,7571.2
0.468819,7538.8
0.468854,7548.8
0.468888,7661.6
0.468923,7653.6
0.468958,7583.6
0.468993,7630
0.469028,7640.4
0.469063,7648
0.469098,7608.8
0.469133,7634.4
0.469167,7672
0.469202,7667.6
0.469237,7628
0.469272,7660.4
0.469307,7691.2
0.469342,7646.8
0.469377,7657.2
0.469411,7714.4
0.469446,7705.6
0.469481,7739.2
0.469516,7753.2
0.469551,7754
0.469586,7635.2
0.469621,7732.8
0.469655,7717.2
0.46969,7792
0.469725,7734.4
0.46976,7744.8
0.469795,7728.8
0.46983,7780
0.469865,7753.6
0.469899,7759.2
0.469934,7793.6
0.469969,7774.4
0.470004,7844.4
0.470039,7848.4
0.470074,7805.2
0.470108,7732
0.470143,7764.8
0.470178,7821.2
0.470213,7824.4
0.470248,7743.2
0.470283,7770
0.470318,7847.6
0.470352,7844.8
0.470387,7847.2
0.470422,7870
0.470457,7856
0.470492,7798.8
0.470527,7873.2
0.470561,7915.2
0.470596,7936
0.470631,7892.8
0.470666,7898.4
0.470701,7832.4
0.470736,7904
0.47077,7962.8
0.470805,7866.8
0.47084,7964.4
0.470875,7914.4
0.47091,7994
0.470944,7882
0.470979,7904.8
0.471014,7944.4
0.471049,7911.6
0.471084,8028.4
0.471119,7943.6
0.471153,8054.4
0.471188,7943.6
0.471223,7961.6
0.471258,7960.8
0.471293,7952.4
0.471327,7995.6
0.471362,7974
0.471397,8003.6
0.471432,8000.4
0.471467,8042
0.471502,7999.6
0.471536,7938.4
0.471571,8017.6
0.471606,8008.8
0.471641,7991.6
0.471676,8016.4
0.47171,8040.4
0.471745,8060
0.47178,8154
0.471815,8112.4
0.47185,8062.8
0.471884,8040
0.471919,8064.4
0.471954,8070.8
0.471989,8106.4
0.472024,8094
0.472058,8094.8
0.472093,8030.8
0.472128,8135.2
0.472163,8097.6
0.472198,8193.6
0.472232,8099.2
0.472267,8158.4
0.472302,8235.6
0.472337,8138.4
0.472371,8160.8
0.472406,8189.2
0.472441,8158.4
0.472476,8145.2
0.472511,8169.2
0.472545,8141.6
0.47258,8161.6
0.472615,8246.4
0.47265,8163.2
0.472685,8105.6
0.472719,8171.6
0.472754,8218.4
0.472789,8173.6
0.472824,8291.2
0.472858,8263.2
0.472893,8208
0.472928,8287.2
0.472963,8192.8
0.472998,8342.8
0.473032,8241.6
0.473067,8228
0.473102,8192.8
0.473137,8230.8
0.473171,8248
0.473206,8291.2
0.473241,8313.6
0.473276,8332.8
0.47331,8312.8
0.473345,8291.6
0.47338,8234
0.473415,8342.4
0.473449,8308.8
0.473484,8302.8
0.473519,8359.2
0.473554,8308
0.473588,8316
0.473623,8346.8
0.473658,8349.2
0.473693,8413.2
0.473727,8337.2
0.473762,8287.2
0.473797,8404.8
0.473832,8380.8
0.473866,8363.2
0.473901,8459.2
0.473936,8458
0.473971,8360.8
0.474005,8424.8
0.47404,8414
0.474075,8394
0.47411,8444.8
0.474144,8473.6
0.474179,8485.6
0.474214,8423.2
0.474249,8488.4
0.474283,8518.8
0.474318,8458.4
0.474318,8279.6
0.474353,8292.8
0.474389,8350
0.474424,8278
0.474459,8348.4
0.474494,8313.2
0.474529,8382.8
0.474565,8424.4
0.4746,8336
0.474635,8350.8
0.47467,8349.2
0.474706,8365.2
0.474741,8415.2
0.474776,8388
0.474811,8375.6
0.474846,8515.6
0.474882,8446.4
0.474917,8451.2
0.474952,8402
0.474987,8446.4
0.475022,8460.8
0.475058,8421.6
0.475093,8470.8
0.475128,8444.8
0.475163,8417.2
0.475199,8492
0.475234,8502.4
0.475269,8532
0.475304,8542
0.475339,8505.2
0.475375,8519.6
0.47541,8576.4
0.475445,8552.4
0.47548,8592
0.475515,8620.4
0.475551,8608.4
0.475586,8603.2
0.475621,8431.2
0.475656,8627.6
0.475691,8612.4
0.475727,8527.2
0.475762,8630
0.475797,8532.4
0.475832,8633.6
0.475867,8645.2
0.475903,8582.4
0.475938,8633.2
0.475973,8660.8
0.476008,8708.8
0.476043,8692.8
0.476079,8646.4
0.476114,8697.2
0.476149,8670.4
0.476184,8739.6
0.476219,8687.6
0.476254,8729.2
0.47629,8759.2
0.476325,8697.2
0.47636,8658
0.476395,8854.8
0.47643,8802
0.476466,8741.6
0.476501,8768.8
0.476536,8782
0.476571,8752.8
0.476606,8792.4
0.476641,8798.8
0.476677,8788.4
0.476712,8894.8
0.476747,8826
0.476782,8801.2
0.476817,8868.8
0.476853,8865.2
0.476888,8844.4
0.476923,8895.6
0.476958,8904
0.476993,8878.4
0.477028,8838.4
0.477064,8850.4
0.477099,8935.6
0.477134,8820
0.477169,8958
0.477204,8883.2
0.477239,8858.4
0.477275,9007.2
0.47731,8906.4
0.477345,8897.2
0.47738,8904.4
0.477415,8933.6
0.47745,8933.6
0.477486,8956.8
0.477521,8930
0.477556,8973.6
0.477591,8924.8
0.477626,8940
0.477661,8998
0.477696,8983.6
0.477732,9006.8
0.477767,9011.6
0.477802,9026.4
0.477837,9054.4
0.477872,8929.6
0.477907,9025.6
0.477943,8993.6
0.477978,9041.2
0.478013,9046
0.478048,9051.2
0.478083,9056
0.478118,9121.2
0.478153,9076.8
0.478189,9114.4
0.478224,9123.2
0.478259,9126
0.478294,9167.6
0.478329,9135.2
0.478364,9097.6
0.478399,9232
0.478435,9176.8
0.47847,9134.8
0.478505,9240.8
0.47854,9146
0.478575,9197.6
0.47861,9215.6
0.478645,9183.6
0.478681,9202
0.478716,9249.6
0.478751,9214.4
0.478786,9180
0.478821,9216
0.478856,9316.8
0.478891,9293.6
0.478926,9296.8
0.478962,9342
0.478997,9326.8
0.479032,9303.6
0.479067,9278.4
0.479102,9314.8
0.479137,9323.2
0.479172,9270.8
0.479207,9437.2
0.479243,9419.6
0.479278,9338.8
0.479313,9334.4
0.479348,9388
0.479383,9388
0.479418,9418.4
0.479453,9392.8
0.479488,9466.4
0.479524,9397.6
0.479559,9368.8
0.479594,9444.4
0.479629,9429.2
0.479664,9445.2
0.479699,9500.4
0.479734,9452.4
0.479769,9494
0.479804,9541.6
0.47984,9455.2
0.479875,9431.6
0.47991,9438.4
0.479945,9500.8
0.47998,9489.2
0.480015,9477.2
0.48005,9558.8
0.480085,9544.8
0.48012,9514
0.480156,9551.6
0.480191,9541.6
0.480226,9603.2
0.480261,9573.2
0.480296,9522.8
0.480331,9624
0.480366,9489.2
0.480401,9643.2
0.480436,9639.2
0.480471,9674.4
0.480507,9634.4
0.480542,9667.6
0.480577,9612
0.480612,9643.6
0.480647,9636
0.480682,9622.4
0.480717,9592.8
0.480752,9634.8
0.480787,9729.6
0.480822,9668.8
0.480857,9683.6
0.480893,9754.4
0.480928,9731.6
0.480963,9696
0.480998,9739.6
0.481033,9772.4
0.481068,9601.6
0.481103,9701.2
0.481138,9827.2
0.481173,9790.8
0.481208,9694.4
0.481243,9732
0.481278,9701.6
0.481314,9811.2
0.481349,9744.4
0.481384,9783.6
0.481419,9872.4
0.481454,9749.2
0.481489,9795.6
0.481524,9852.4
0.481559,9909.2
0.481594,9897.6
0.481629,9879.2
0.481664,9884
0.481699,9802
0.481734,9890
0.48177,9936
0.481805,9954
0.48184,9948.8
0.481875,9993.2
0.48191,10004.4
0.481945,9945.2
0.48198,9947.6
0.482015,9946
0.48205,9942.4
0.482085,9991.6
0.48212,9980.8
0.482155,9981.6
0.48219,9955.2
0.482225,10049.6
0.48226,9938.4
0.482295,10028.4
0.482331,10073.6
0.482366,10058.4
0.482401,10046.8
0.482436,10077.2
0.482471,10053.6
0.482506,10095.2
0.482541,10092
0.482576,10093.2
0.482611,10062.4
0.482646,10076.4
0.482681,10124.4
0.482716,10096.4
0.482751,10090.8
0.482786,10174.4
0.482821,10076.4
0.482856,10163.2
0.482891,10114
0.482926,10144.4
0.482961,10111.2
0.482996,10112
0.483031,10127.6
0.483067,10170.8
0.483102,10252
0.483137,10191.2
0.483172,10140.4
0.483207,10149.6
0.483242,10185.2
0.483277,10210.4
0.483312,10303.6
0.483347,10213.6
0.483382,10205.2
0.483417,10268
0.483452,10244.4
0.483487,10222.4
0.483522,10325.2
0.483557,10307.2
0.483592,10238.4
0.483627,10342.4
0.483662,10351.6
0.483697,10365.6
0.483732,10433.6
0.483767,10363.2
0.483802,10335.2
0.483837,10408.8
0.483872,10378.4
0.483907,10321.6
0.483942,10421.2
0.483977,10345.2
0.484012,10362.4
0.484047,10430.4
0.484082,10421.6
0.484117,10388.8
0.484152,10418.8
0.484187,10403.6
0.484222,10513.2
0.484257,10449.6
0.484292,10402
0.484327,10479.2
0.484362,10541.2
0.484397,10456
0.484432,10554
0.484467,10413.6
0.484502,10447.2
0.484538,10423.6
0.484573,10522.8
0.484608,10557.6
0.484643,10522
0.484678,10521.6
0.484713,10510
0.484748,10544.4
0.484783,10687.6
0.484818,10626.4
0.484853,10654.8
0.484888,10570.8
0.484923,10633.2
0.484958,10677.6
0.484993,10661.6
0.485028,10694.8
0.485063,10625.2
0.485098,10724.8
0.485133,10706.4
0.485167,10645.6
0.485202,10598.4
0.485237,10659.2
0.485272,10658.8
0.485307,10730.4
0.485342,10754
0.485377,10704.4
0.485412,10681.2
0.485447,10735.2
0.485482,10704.4
0.485517,10800.8
0.485552,10791.2
0.485587,10728
0.485622,10841.6
0.485657,10804
0.485692,10725.6
0.485727,10866.8
0.485762,10844
0.485797,10824.4
0.485832,10844.8
0.485867,10884.8
0.485902,10812
0.485937,10806
0.485972,10863.2
0.486007,10802.4
0.486042,10944.4
0.486077,10964.8
0.486112,10933.2
0.486147,10852.8
0.486182,10868.8
0.486217,10890
0.486252,10915.6
0.486287,10930
0.486322,10953.6
0.486357,10956.4
0.486392,10929.6
0.486427,10960.4
0.486462,10949.6
0.486497,10946
0.486532,11042.8
0.486567,10943.2
0.486602,11072
0.486636,11065.2
0.486671,11052.8
0.486706,11041.2
0.486741,10994.4
0.486776,11120
0.486811,11026
0.486846,11049.2
0.486881,11003.2
0.486916,11107.2
0.486951,11092
0.486986,11135.2
0.487021,11086.8
0.487056,11133.6
0.487091,11108.4
0.487126,11050.8
0.487161,11108.4
0.487196,11103.2
0.487231,11115.6
0.487266,11166.4
0.487301,11139.6
0.487336,11260.8
0.48737,11141.2
0.487405,11219.2
0.48744,11197.2
0.487475,11214.8
0.48751,11183.6
0.487545,11239.6
0.48758,11326
0.487615,11263.2
0.48765,11254.4
0.487685,11340
0.48772,11228.8
0.487755,11296.8
0.48779,11242
0.487825,11386
0.48786,11231.6
0.487895,11283.6
0.487929,11309.2
0.487964,11356.4
0.487999,11400
0.488034,11319.2
0.488069,11286.8
